barcode,length,width,height
6001005001836,52.0,8.5,2.0
6001005001935,10.5,5.0,5.0
6001005001942,5.3,5.3,10.0
6001005001959,30.0,7.0,3.0
6001005001966,33.0,13.0,4.0
6001005001980,22.0,6.6,1.0
6001008624223,23.0,9.0,2.0
6001008624315,18.0,9.0,2.0
6001008624339,23.0,9.0,1.0
6001009016133,30.0,20.0,1.5
6001023110268,60.0,10.0,4.5
6001023110534,16.0,12.5,3.5
6001023110886,29.5,8.0,3.5
6001023111333,12.0,5.5,0.2
6001023114105,6.5,4.5,13.7
6001023117274,14.5,14.5,2.0
6001023119230,28.0,3.5,4.0
6001023120632,32.0,26.0,3.0
6001023135933,12.0,8.0,1.5
6001023138552,13.5,9.0,3.0
6001023162359,16.5,14.0,2.5
6001023164728,29.0,10.0,3.0
6001023167941,25.0,25.0,2.0
6001023171610,12.0,8.0,0.5
6001023171757,4.0,1.5,2.3
6001023171764,5.0,1.5,3.0
6001023171771,5.8,2.0,3.5
6001023171856,8.0,2.0,5.3
6001023172655,16.5,4.5,6.0
6001023341600,15.5,10.0,0.5
6001023343482,18.0,10.5,4.0
6001023384065,18.0,14.0,7.5
6001023384072,16.0,11.5,24.0
6001023414991,22.3,17.5,1.7
6001023415592,31.5,8.5,2.0
6001023426185,16.0,10.0,2.0
6001023426482,40.0,10.0,5.0
6001023429483,16.0,10.0,2.0
6001023429544,35.0,10.0,5.0
6001023435170,16.0,10.0,2.0
6001023435217,16.0,9.5,3.0
6001023435798,16.0,10.0,3.0
6001023438935,9.0,6.0,6.0
6001023450012,14.5,10.0,2.0
6001023455581,30.0,13.0,1.0
6001023459046,40.0,11.0,2.0
6001023459718,43.5,10.0,4.0
6001023466549,39.0,22.5,4.5
6001023467614,60.0,8.0,3.0
6001023471994,16.0,10.0,2.0
6001023472601,24.0,10.0,2.5
6001023473202,13.7,13.7,18.0
6001023473332,14.0,10.0,2.5
6001023473578,46.5,8.5,1.5
6001023475091,35.0,10.5,2.0
6001023475190,22.0,16.0,1.0
6001023475213,16.0,9.5,4.0
6001023475237,16.5,9.5,2.0
6001023475275,16.5,9.5,2.0
6001023475282,17.5,10.5,2.0
6001023475305,20.5,12.5,3.0
6001023481412,41.5,31.5,1.2
6001023488107,14.5,10.0,2.0
6001023500410,26.0,14.0,5.0
6001023507969,9.0,4.0,14.0
6001023509932,50.4,9.0,4.5
6001023513564,15.0,9.2,2.0
6001023521019,12.0,5.5,2.0
6001023527073,16.0,10.0,3.0
6001023528070,19.0,13.0,2.0
6001023535351,16.5,9.5,2.5
6001023535382,16.5,9.5,2.5
6001023542250,43.0,28.5,3.0
6001023548740,5.0,5.0,20.0
6001023553188,40.0,8.0,3.0
6001023560711,17.0,13.0,5.0
6001023561886,12.0,9.0,0.5
6001023576880,18.0,7.5,1.5
6001023577030,17.5,9.5,1.0
6001023577061,17.5,9.5,1.0
6001023577092,17.5,9.5,1.0
6001023577146,17.5,9.5,1.5
6001023577160,17.5,9.5,4.5
6001023578211,11.0,6.5,1.0
6001023578235,13.0,6.5,1.0
6001023578457,14.0,10.0,2.0
6001023579324,14.0,10.0,2.0
6001023580146,24.0,7.5,2.0
6001023580283,16.0,10.0,1.5
6001023580382,16.0,10.0,2.0
6001023580399,19.0,8.0,2.0
6001023580504,13.5,9.6,2.0
6001023580511,14.0,9.5,2.0
6001023580528,14.0,10.0,2.0
6001023582102,18.0,6.0,0.2
6001023583734,37.5,25.5,4.0
6001023587817,8.0,8.0,19.0
6001023596277,9.0,6.0,6.0
6001023610324,30.0,10.0,4.5
6001023610416,40.0,13.0,5.0
6001023610447,45.0,15.0,8.0
6001023612328,29.0,5.0,5.0
6001023613073,10.0,2.0,16.0
6001023613431,10.0,2.0,16.0
6001023613462,16.0,10.0,2.0
6001023614032,14.0,9.5,2.5
6001023614056,14.0,10.0,1.0
6001023614070,14.0,10.0,1.5
6001023617576,7.0,5.5,8.5
6001023617750,10.5,2.5,20.0
6001023620279,48.0,32.0,4.0
6001023622976,20.5,6.5,1.5
6001023623003,11.0,6.5,1.5
6001023623348,11.5,7.5,1.5
6001023623379,12.0,7.5,2.0
6001023624925,13.0,12.0,3.5
6001023627902,6.5,0.5,18.0
6001023628077,47.5,12.0,0.8
6001023629692,31.0,5.0,3.0
6001023629845,24.8,7.5,4.0
6001023637444,43.5,28.5,0.1
6001023641571,31.0,6.5,3.0
6001023644039,30.5,12.5,2.0
6001023645067,21.5,10.0,3.5
6001023653345,23.8,10.5,1.5
6001023653383,27.2,11.0,2.5
6001023665126,19.5,15.0,3.0
6001023667786,31.5,22.7,1.2
6001023667816,21.6,17.0,1.2
6001023669872,7.0,7.0,10.5
6001023670519,29.0,4.0,4.5
6001023677877,40.0,8.0,2.0
6001023678027,12.0,8.0,0.5
6001023678324,12.0,7.0,4.0
6001023678447,16.0,10.0,0.5
6001023678546,19.0,10.0,0.3
6001023678584,25.0,13.0,1.5
6001023678607,16.0,6.0,1.5
6001023678645,12.0,6.0,1.2
6001023678669,12.0,8.0,2.0
6001023678768,19.5,14.0,5.0
6001023696687,20.0,4.5,0.5
6001023703316,15.0,12.0,2.0
6001023711564,7.5,7.5,22.5
6001023711793,7.7,7.7,22.0
6001023716323,7.0,3.0,6.5
6001023722553,7.0,7.0,8.0
6001023727787,16.0,6.0,2.0
6001023727848,6.0,2.0,16.0
6001023731135,7.5,6.0,2.0
6001023733078,12.0,12.0,2.0
6001023751577,20.0,20.0,5.0
6001023752017,14.0,10.5,7.0
6001023756428,11.0,11.0,1.5
6001023758392,26.5,11.0,0.1
6001023764300,25.0,18.0,0.7
6001023766557,28.5,12.0,3.5
6001023769978,26.3,7.0,1.5
6001023770035,24.5,17.0,10.0
6001023770097,23.0,12.0,1.5
6001023770578,11.0,11.0,11.0
6001023770752,23.0,8.9,3.5
6001023770813,22.0,7.0,1.5
6001023771971,15.0,15.0,3.5
6001023772039,16.0,16.0,4.0
6001023776174,16.0,16.0,5.0
6001023776969,43.0,8.0,6.0
6001023777041,17.5,10.5,2.0
6001023780515,11.0,3.5,2.0
6001023782649,5.2,5.2,17.0
6001023783462,18.0,7.0,2.5
6001023789570,12.0,6.0,0.6
6001023801050,13.5,6.0,4.0
6001023808462,29.5,12.5,0.6
6001023810908,21.0,17.0,3.0
6001023812001,20.0,15.0,6.0
6001023812063,18.0,8.0,1.5
6001023812445,17.0,10.5,3.0
6001023812964,14.0,12.0,8.0
6001023816443,8.5,4.0,1.5
6001023819956,12.0,4.0,16.0
6001023821102,15.0,8.5,2.0
6001023821966,15.0,8.5,2.5
6001023824349,68.5,32.0,0.2
6001023839053,10.0,8.0,4.0
6001023843777,11.0,5.0,10.0
6001023847171,33.5,6.0,2.0
6001023848550,17.5,40.5,2.0
6001023849502,33.5,16.0,6.0
6001023856869,18.5,14.5,2.0
6001023857491,21.0,14.0,0.2
6001023861092,15.0,8.0,11.5
6001023865892,5.5,5.5,16.0
6001023870865,16.0,13.0,1.7
6001023870926,16.0,13.0,2.5
6001023887535,26.0,22.8,1.5
6001023888884,23.5,9.0,5.0
6001023898562,2.2,2.2,12.0
6001023905215,33.0,15.5,2.0
6001023905482,18.0,18.0,3.0
6001023905512,9.5,4.5,2.5
6001023995315,16.0,9.0,1.0
6001023996008,7.0,7.0,9.0
6001025177207,21.0,4.0,2.0
6001025207508,9.0,2.0,13.0
6001025814904,12.5,3.0,6.0
6001032014007,22.0,10.0,33.0
6001032050784,24.5,15.0,3.0
6001032050791,26.0,15.0,3.0
6001032050814,16.0,24.0,4.0
6001032051347,11.5,3.0,18.5
6001032051361,11.0,4.0,19.0
6001032061063,37.0,20.0,7.0
6001048004481,5.5,5.5,14.5
6001048004511,5.5,5.5,14.5
6001049067652,5.0,5.0,14.5
6001052011833,15.0,5.5,4.0
6001052011864,16.0,5.5,3.5
6001056411002,14.5,13.0,5.0
6001059954263,5.2,5.2,23.2
6001064130003,11.5,6.2,3.0
6001064130201,17.7,12.5,3.0
6001065033464,13.0,8.0,3.0
6001065033501,15.0,7.5,1.0
6001065033525,15.0,14.5,3.0
6001065033563,12.0,3.0,15.0
6001065033860,11.5,4.5,2.0
6001065034010,18.0,4.5,2.0
6001065034027,13.5,4.5,3.5
6001065034065,19.0,3.5,2.0
6001065034089,19.0,2.0,3.5
6001065034249,13.0,4.5,2.0
6001065034324,10.5,2.0,4.5
6001065036397,14.0,9.5,2.0
6001065036427,17.0,3.5,2.0
6001065053257,17.0,13.5,3.0
6001065149455,28.0,23.0,4.0
6001065421902,16.5,2.4,1.0
6001065463407,13.0,3.2,6.5
6001065600260,20.0,9.0,1.5
6001065600871,17.5,7.0,0.5
6001065600888,15.5,1.5,3.5
6001065601007,16.0,5.0,1.0
6001065601014,16.0,5.0,1.0
6001065601021,15.0,5.0,1.0
6001065601038,15.0,5.0,1.0
6001065601052,6.0,1.3,17.5
6001065601076,16.0,5.0,1.0
6001065601083,16.0,5.0,1.0
6001065601090,6.0,1.0,18.0
6001065601106,16.0,5.0,1.0
6001065601229,19.0,7.5,1.0
6001065601267,19.0,7.5,1.0
6001065601298,20.0,9.0,1.5
6001065601304,16.0,4.0,1.0
6001065601311,15.5,1.5,4.0
6001065601762,12.0,7.0,2.0
6001065602011,26.0,22.0,4.0
6001065680927,9.0,0.8,6.0
6001068229208,23.0,17.0,4.0
6001068312108,7.5,7.5,8.0
6001068312702,7.5,7.5,8.0
6001068312900,7.5,7.5,8.0
6001068323500,23.0,23.0,2.0
6001068592401,10.3,1.5,4.5
6001068592500,13.0,2.0,2.0
6001068595808,15.0,4.0,2.0
6001068599806,20.0,15.0,4.0
6001068642908,16.0,5.0,1.0
6001068643103,16.0,5.0,1.0
6001068643707,16.0,5.0,1.0
6001068644902,16.0,5.0,1.0
6001068650408,24.0,19.0,4.0
6001068691500,14.0,5.0,1.5
6001069201661,26.0,18.0,3.0
6001069201920,26.0,18.0,5.0
6001069201937,26.0,18.0,5.0
6001069202804,30.0,19.0,5.5
6001070011051,30.0,14.0,2.0
6001091649356,6.0,6.0,23.0
6001107181641,5.2,5.2,23.0
6001120000349,26.0,2.5,4.3
6001120000363,15.0,2.0,5.0
6001120007171,30.0,24.0,4.0
6001120007188,29.5,23.0,3.0
6001120015213,16.5,4.5,2.0
6001120016630,14.0,3.0,2.0
6001120016647,14.5,2.0,1.5
6001120065638,11.0,4.0,2.0
6001120066307,16.0,10.5,7.0
6001120081492,14.5,9.0,2.0
6001120081577,14.0,9.0,2.0
6001120086107,16.5,12.5,2.0
6001120086459,15.0,13.0,2.0
6001120108267,30.0,24.0,3.0
6001120601942,14.5,9.0,2.0
6001120601959,14.5,9.0,2.0
6001120601966,15.0,13.0,2.0
6001120601973,15.0,13.0,2.0
6001120602079,17.0,15.0,2.0
6001120602659,18.0,13.0,1.5
6001120602673,17.0,13.0,2.0
6001120602871,16.0,4.2,2.0
6001120603069,17.0,12.5,3.0
6001120603076,14.0,9.0,2.0
6001120603694,23.0,4.0,17.0
6001120604684,14.5,9.0,2.0
6001120606732,25.0,1.5,4.5
6001120606749,14.5,9.0,2.0
6001120606879,10.0,4.5,1.5
6001120606886,14.5,9.0,1.5
6001120609870,12.0,4.0,1.5
6001120609894,15.0,4.5,2.0
6001120609955,15.5,3.6,2.0
6001120610012,14.5,4.5,2.0
6001120610074,15.5,4.0,1.5
6001120611200,15.0,13.0,2.0
6001120612627,15.0,13.0,2.0
6001120615932,11.5,9.0,1.0
6001120615994,14.5,9.0,2.0
6001120616021,14.5,9.0,2.0
6001120616120,15.0,13.0,2.0
6001120616427,14.0,9.0,1.5
6001120620288,15.0,3.8,2.0
6001120620349,14.0,0.8,2.0
6001120620479,30.0,24.0,4.0
6001120621711,14.5,9.0,2.0
6001120621971,11.5,1.5,1.5
6001120622367,15.0,9.0,2.0
6001120622756,14.5,9.0,2.0
6001120622770,15.0,13.0,2.0
6001120622909,14.5,4.5,2.0
6001120623814,14.5,9.0,2.0
6001120623838,15.0,13.0,2.0
6001120623913,15.0,13.0,2.0
6001120624606,16.5,4.5,2.0
6001120624682,14.5,9.0,2.0
6001120624941,14.5,9.0,2.0
6001120624958,14.5,9.0,2.0
6001120625139,16.0,4.0,23.0
6001120625597,26.0,6.0,17.5
6001151009786,14.0,9.0,3.0
6001163079173,70.0,4.5,4.5
6001165023334,16.5,10.5,5.0
6001165023358,16.5,10.5,5.0
6001165023532,11.0,11.0,7.5
6001165023808,17.0,10.5,6.0
6001165024126,16.5,10.5,2.5
6001165024218,12.0,12.0,5.0
6001165024294,10.5,5.5,16.5
6001165024300,16.5,10.5,5.0
6001165024973,9.5,9.5,5.0
6001165024980,9.5,9.5,5.0
6001165025239,11.2,11.2,5.0
6001165822579,10.0,2.0,16.5
6001165822593,12.0,9.5,3.0
6001165822616,13.0,9.0,2.0
6001177063007,17.0,1.0,1.0
6001177152008,26.0,4.5,4.0
6001177191007,24.0,18.0,8.0
6001177203007,20.0,10.0,1.8
6001177235572,27.0,12.0,1.5
6001177361301,14.0,5.0,1.5
6001177575999,29.5,7.0,23.5
6001177650009,20.3,9.0,1.7
6001177710000,21.0,15.5,2.2
6001177710017,30.7,24.0,2.5
6001177710024,35.8,28.7,2.0
6001177710413,30.5,21.0,1.5
6001177710710,30.0,21.0,1.0
6001177710918,29.7,21.0,1.0
6001177721020,42.0,30.0,1.5
6001177814111,24.0,10.0,1.5
6001177814241,13.0,10.0,0.3
6001177941701,21.4,9.7,1.0
6001177942135,22.0,13.5,1.5
6001177942227,5.0,5.0,18.0
6001177942258,18.5,10.0,1.0
6001177980373,13.0,7.5,6.0
6001186122665,43.0,29.0,0.2
6001186225540,20.5,5.0,23.0
6001186226554,9.0,4.0,25.5
6001186227650,10.0,7.0,20.5
6001197181002,13.5,4.0,1.0
6001197181033,13.5,4.0,1.0
6001197181057,13.0,1.0,4.0
6001197181064,13.0,1.0,3.5
6001197181071,13.5,4.0,1.0
6001197181088,13.0,4.0,1.0
6001197181095,13.5,4.0,1.0
6001198000012,10.5,0.5,15.0
6001198000050,10.5,0.5,15.0
6001198000500,10.5,0.5,15.0
6001198009503,24.0,16.0,7.0
6001198009527,19.0,14.0,6.0
6001198015589,16.5,16.5,13.5
6001198015597,16.5,16.5,13.5
6001198015603,16.5,16.5,14.0
6001198015619,16.5,16.5,13.5
6001198015627,16.5,16.5,13.5
6001198015634,16.5,16.5,13.5
6001198015658,16.5,16.5,13.5
6001240225448,5.5,5.5,14.7
6001240225479,5.5,5.5,14.7
6001240225530,6.0,6.0,14.5
6001240225561,5.5,5.5,14.7
6001240225684,5.5,5.5,14.7
6001240225714,5.5,5.5,14.7
6001240229750,6.5,6.5,23.0
6001240229781,6.5,6.5,23.0
6001240229842,6.5,6.5,23.0
6001240229873,6.5,6.5,23.0
6001240232187,6.5,6.5,22.0
6001240238028,6.5,6.5,19.0
6001240430033,6.5,6.5,18.5
6001240430057,6.5,6.5,19.0
6001240430309,6.5,6.5,19.0
6001240430323,6.5,6.5,19.0
6001240530467,5.5,4.5,13.0
6001240570012,5.5,4.5,13.0
6001246008014,28.0,3.2,5.7
6001253500402,14.0,6.5,3.0
6001315020886,5.0,5.0,9.0
6001315020961,5.0,5.0,10.0
6001315021128,5.0,5.0,10.0
6001324217253,6.0,6.0,24.0
6001324238173,6.5,6.5,23.5
6001324254371,6.5,6.5,23.5
6001324282589,5.5,5.5,18.0
6001324282664,5.0,5.0,17.5
6001324283043,5.5,5.5,18.0
6001324299556,6.5,6.5,23.5
6001324406220,5.5,5.5,18.0
6001324406305,6.5,6.5,18.0
6001357000303,15.3,10.5,2.5
6001357000372,15.5,15.5,4.0
6001357000402,12.0,8.0,13.5
6001357000419,17.5,13.5,6.0
6001357000440,16.0,16.0,5.5
6001357000457,18.0,12.0,3.0
6001357000532,39.5,9.0,3.0
6001357000785,21.0,16.0,6.0
6001357000976,15.0,10.5,2.7
6001357001560,71.0,15.0,6.5
6001357002857,15.0,10.5,2.5
6001357002987,15.0,10.5,2.0
6001357003199,15.5,10.7,2.5
6001357003656,15.5,11.5,1.5
6001357003670,15.0,10.5,2.0
6001357004431,17.5,9.5,1.0
6001364000259,14.5,10.0,0.2
6001364000679,18.0,9.0,2.0
6001364002611,3.0,3.0,13.5
6001364105602,13.5,3.0,2.0
6001396000012,15.0,9.0,1.0
6001396000791,30.0,21.0,1.0
6001396000814,30.0,21.0,0.5
6001396000845,30.0,20.5,0.4
6001396000890,35.0,23.5,1.0
6001396000944,30.0,21.0,0.3
6001396001194,15.5,9.0,1.2
6001396001705,21.0,15.0,1.0
6001396001712,30.0,11.0,0.5
6001396001859,14.0,10.0,2.0
6001396001866,21.5,14.5,2.0
6001396001873,29.5,21.0,0.4
6001396001880,29.8,20.5,0.2
6001396001897,29.6,20.8,0.3
6001396001903,29.5,20.5,0.4
6001396001910,29.6,20.5,0.5
6001396002191,32.0,29.0,8.0
6001396002207,20.5,1.0,29.0
6001396002238,21.0,14.5,0.4
6001396002252,21.0,15.0,0.3
6001396002290,29.5,20.5,0.3
6001396002313,30.0,21.0,1.0
6001396002368,10.0,8.0,0.3
6001396002399,18.0,9.0,1.0
6001396002429,29.5,20.8,0.5
6001396002436,29.5,20.5,1.5
6001396002443,20.7,14.5,1.4
6001396002504,30.8,21.5,1.0
6001396002566,14.0,10.5,2.0
6001396002580,14.0,10.0,2.0
6001396002597,21.0,14.5,2.0
6001396002634,30.0,21.0,0.5
6001396002665,20.0,2.5,12.5
6001396003174,30.0,21.0,0.4
6001396003655,29.7,21.8,1.0
6001396003686,14.0,10.0,2.0
6001396003693,14.0,10.5,2.0
6001396003709,21.0,14.5,2.0
6001396003716,21.0,14.5,2.0
6001396003723,21.0,14.5,2.0
6001396003884,29.5,21.0,0.3
6001396003921,29.5,20.5,1.0
6001396004096,32.0,28.0,8.0
6001396004140,16.5,11.5,1.0
6001396004324,21.0,14.5,1.7
6001396004348,20.2,14.5,0.7
6001396004416,15.5,10.0,1.0
6001396004461,14.5,10.5,0.7
6001396004546,30.0,20.0,0.5
6001396004553,29.8,20.5,0.3
6001396004713,32.0,28.5,8.0
6001396004720,32.0,29.0,8.0
6001396004751,28.5,7.5,32.0
6001396005130,45.0,1.5,1.5
6001396006427,31.0,3.5,0.3
6001396008254,8.0,5.0,2.0
6001396008735,29.5,20.0,1.0
6001396011186,21.0,14.7,0.8
6001396013906,30.0,21.0,0.5
6001396013982,16.2,11.5,1.5
6001396014118,15.0,9.0,1.0
6001396014651,14.5,21.0,0.3
6001396016266,30.0,23.0,0.3
6001396016723,29.5,21.5,1.0
6001396017027,22.5,18.5,0.3
6001396018116,30.0,22.0,0.3
6001396018147,30.0,23.0,0.5
6001396019397,29.5,20.6,1.8
6001396019458,32.0,29.0,8.0
6001396019465,28.0,7.5,32.0
6001396019472,32.0,29.0,8.0
6001396020171,15.0,10.0,2.0
6001396020188,30.0,21.0,0.3
6001396021178,30.5,22.5,0.5
6001396021918,30.0,22.5,1.0
6001396021994,30.0,21.0,0.5
6001396030859,31.0,3.5,0.2
6001396034581,31.0,27.0,1.5
6001396034994,14.5,13.0,3.5
6001396035564,20.8,7.3,0.2
6001396035656,14.0,9.0,4.0
6001396035748,20.0,9.0,0.8
6001396035762,20.0,17.5,0.4
6001396036080,20.0,4.5,1.5
6001396036424,45.0,3.5,3.5
6001396036707,31.0,23.0,0.5
6001396036714,31.0,23.0,0.8
6001396036738,31.0,23.0,0.5
6001396036912,18.0,12.0,2.0
6001396037063,31.0,23.0,0.5
6001396037070,31.0,23.0,0.7
6001396037094,31.0,23.0,0.6
6001396037100,21.0,23.0,0.3
6001396037124,11.4,9.0,0.8
6001396037148,20.0,8.0,2.0
6001396037902,30.0,21.0,0.3
6001396037919,12.0,12.0,3.0
6001396037964,20.0,12.0,0.8
6001396037971,24.0,0.2,31.0
6001396037988,31.0,24.0,0.3
6001396037995,31.0,23.0,0.3
6001396038008,31.0,24.0,0.2
6001396038015,31.0,24.0,0.3
6001396038022,31.0,24.0,0.3
6001396038145,33.5,3.5,25.0
6001396038152,31.0,24.0,0.2
6001396038169,31.0,23.0,0.3
6001396038176,31.0,24.0,0.2
6001396038183,24.0,0.2,31.0
6001396038190,31.0,24.0,0.3
6001396038206,33.0,3.5,25.0
6001396038299,33.0,24.5,3.0
6001396038923,38.0,8.5,1.8
6001396039012,15.2,8.0,1.2
6001396039036,25.0,1.3,10.5
6001396039043,17.0,13.0,2.0
6001396040063,32.0,27.5,4.0
6001396041657,32.0,29.0,8.0
6001396042067,30.0,5.5,0.4
6001396042913,30.0,24.0,2.0
6001396043071,32.0,28.0,8.0
6001396043132,30.0,21.0,0.5
6001396043248,21.0,15.0,0.5
6001396060184,18.5,4.5,2.0
6001396060214,11.0,6.0,4.0
6001396060221,11.0,4.0,6.0
6001396060269,12.5,9.0,5.0
6001396060276,6.0,3.0,2.5
6001396060306,6.0,4.0,15.5
6001396060405,17.0,0.8,32.0
6001396060474,41.0,23.0,0.4
6001396060481,6.0,6.0,5.0
6001396060498,8.5,8.5,7.0
6001396060511,10.0,10.0,6.5
6001396060528,12.0,12.0,7.0
6001396060559,10.0,10.0,6.0
6001396060580,12.0,12.0,7.0
6001396060597,10.0,10.0,6.5
6001396060719,8.5,8.5,5.0
6001396060962,6.0,6.0,2.5
6001396061143,6.0,2.0,1.0
6001396061259,24.0,10.0,2.0
6001396061266,14.0,2.0,8.0
6001396061303,18.5,12.5,0.5
6001396061402,28.5,22.7,0.2
6001396061570,37.0,30.0,2.5
6001396061587,38.0,30.0,2.0
6001396061594,38.0,30.0,2.0
6001396061624,38.0,30.0,2.0
6001396061631,37.5,3.0,28.0
6001396061648,38.0,30.0,3.0
6001396061723,16.0,9.5,2.0
6001396061853,12.5,10.5,5.0
6001396061891,8.0,7.0,0.6
6001396062058,17.0,0.4,32.0
6001396062225,7.5,5.5,5.0
6001396062263,9.8,7.0,8.8
6001396063291,30.7,3.5,0.3
6001396063314,32.0,27.0,4.0
6001396064403,48.5,38.0,3.0
6001396064410,49.0,3.0,37.0
6001396064830,2.0,2.0,8.0
6001396064847,2.5,2.5,9.5
6001396064861,3.0,3.0,11.0
6001396064885,12.8,12.5,1.0
6001396064892,11.0,5.0,6.8
6001396064908,17.0,13.0,1.5
6001396064915,8.2,1.2,17.0
6001396065394,20.5,15.0,2.0
6001396065400,12.0,10.0,0.8
6001396065516,22.0,9.0,1.5
6001396065523,22.0,9.0,2.0
6001396065530,18.5,16.5,2.0
6001396065554,14.0,8.0,3.0
6001396065585,38.5,5.0,0.3
6001396065592,16.5,7.5,1.0
6001396065608,17.0,7.5,1.5
6001396065615,17.0,7.5,1.0
6001396065653,13.5,1.3,19.5
6001396065677,7.5,7.5,1.0
6001396065738,14.0,13.0,1.3
6001396065745,5.0,5.0,2.5
6001396065776,6.3,6.3,1.3
6001396065851,48.5,3.0,3.0
6001396065868,17.0,14.5,1.5
6001396065875,21.0,16.0,2.0
6001396065882,19.0,13.0,2.0
6001396065899,12.5,12.5,3.0
6001396065905,17.0,2.0,13.0
6001396066025,5.0,3.0,0.5
6001396066032,17.5,6.0,2.0
6001396066049,17.5,6.0,2.0
6001396066124,32.5,12.0,0.5
6001396066179,22.0,15.5,1.0
6001396066216,23.5,13.0,1.0
6001396066223,29.5,20.6,0.3
6001396066230,7.3,1.0,27.5
6001396066254,30.0,20.5,2.0
6001396066513,24.0,10.5,0.3
6001396066582,38.0,31.0,3.0
6001396066612,18.0,1.5,17.0
6001396066817,6.5,2.5,15.0
6001396066834,20.0,12.5,3.5
6001396066940,10.0,10.0,5.0
6001396066971,18.0,7.0,2.5
6001396067015,32.0,28.5,8.0
6001396067022,32.0,28.5,8.0
6001396067039,32.0,28.5,7.0
6001396067046,32.0,28.5,8.0
6001396067091,30.5,21.8,0.7
6001396067107,22.0,0.5,30.5
6001396067114,21.0,1.0,30.5
6001396067527,34.0,24.0,0.4
6001396067534,30.0,22.0,2.0
6001396067657,19.5,5.5,2.5
6001396067749,20.0,9.5,0.3
6001396067756,20.0,10.4,0.7
6001396067763,22.0,8.5,2.0
6001396067770,18.0,7.0,2.0
600139606778,21.0,11.5,3.0
6001396067787,12.0,4.5,8.5
6001396067817,20.0,4.5,0.8
6001396067916,10.4,9.5,2.0
6001396067923,10.5,3.2,26.3
6001396067985,16.5,6.0,2.0
6001396068371,32.0,26.0,5.0
6001396068388,32.0,26.0,4.5
6001396068395,14.0,8.0,0.3
6001396068425,3.0,3.0,12.0
6001396068524,17.5,9.0,2.0
6001396068685,38.0,30.0,2.0
6001396068746,21.5,4.5,0.4
6001396068760,13.0,9.0,2.5
6001396068777,13.0,9.0,3.0
6001396068784,13.0,9.0,3.0
6001396068791,5.5,3.5,16.0
6001396068814,5.5,3.5,16.0
6001396068821,33.5,24.0,0.5
6001396068838,31.0,24.0,0.3
6001396068845,30.0,12.0,0.3
6001396068876,20.5,15.0,1.5
6001396068883,21.5,15.0,1.0
6001396068920,4.0,2.0,5.2
6001396068975,18.0,15.0,2.0
6001396069064,30.0,21.0,0.6
60013960692798,3.5,2.5,2.5
6001396070442,33.0,23.5,0.5
6001396070466,33.0,23.5,0.5
6001396070473,33.0,23.5,0.5
6001411000041,10.5,6.0,19.5
6001415000030,9.0,8.5,1.0
6001415001631,6.0,6.0,14.5
6001415001648,5.5,5.5,14.5
6001415001655,6.0,6.0,14.5
6001415001662,6.0,6.0,14.5
6001415003659,6.0,6.0,14.5
6001432000136,35.0,24.0,4.0
6001432000266,20.0,19.0,3.0
6001432000686,22.0,19.5,2.0
6001432001683,17.0,5.0,28.0
6001432003083,21.0,19.0,2.0
6001432003632,19.0,11.5,2.0
6001432114918,19.0,13.5,4.0
6001432182108,35.0,27.0,4.0
6001432182146,32.0,23.0,5.0
6001432182207,30.0,20.0,3.0
6001468001213,12.0,8.0,1.0
6001468100015,15.0,13.5,2.0
6001468100053,16.0,13.5,2.0
6001468120129,12.0,8.0,1.0
6001468120143,12.0,8.0,1.0
6001468120839,12.0,8.0,1.0
6001468120990,12.0,8.0,2.0
6001468121010,12.0,8.0,1.0
6001468121034,8.0,2.0,12.0
6001468121386,12.0,8.0,1.0
6001468121515,12.0,8.0,1.5
6001477530001,15.5,9.5,3.0
6001511000088,5.2,5.2,23.2
6001539100234,20.0,8.0,0.5
6001539100364,20.0,8.0,0.5
6001539100494,20.0,10.0,3.0
6001539100777,20.0,8.0,3.0
6001539100890,20.0,10.0,0.5
6001539100968,20.0,10.0,0.5
6001539101040,20.0,10.0,3.0
6001539101071,20.0,8.0,1.5
6001539101170,20.0,8.0,0.5
6001539101248,10.0,2.5,20.0
6001539101675,24.0,8.0,0.5
6001539102276,20.0,8.0,0.5
6001539102474,20.0,8.0,0.5
6001539103839,20.0,8.0,1.0
6001539104072,20.0,8.0,1.0
6001539104478,20.0,8.0,3.0
6001539104492,20.0,8.0,1.0
6001539104768,20.0,8.0,0.5
6001539104775,20.0,10.0,3.0
6001539135243,20.0,8.0,1.0
6001539135472,24.0,7.0,1.5
6001539135632,24.0,7.0,1.0
6001539135656,20.0,8.0,0.6
6001539137469,20.0,8.0,2.0
6001539137476,20.0,8.0,1.0
6001539140254,20.0,8.0,2.5
6001539140353,20.0,8.0,2.0
6001539140551,20.0,8.0,2.0
6001539155050,20.0,8.0,0.5
6001539155159,20.0,8.0,2.0
6001539155258,20.0,8.0,0.5
6001539161051,20.0,8.0,2.0
6001539161150,20.0,8.0,2.0
6001539601533,20.0,8.0,3.0
6001539602837,10.0,2.5,20.0
6001539602851,20.0,9.0,3.5
6001539602875,20.0,10.0,3.0
6001539602899,20.0,10.0,3.0
6001539602943,20.0,10.0,3.0
6001539602981,20.0,10.0,3.0
6001539603001,20.0,10.0,3.0
6001539603100,17.5,3.0,12.5
6001539603131,20.0,8.0,2.0
6001540780081,10.5,2.0,10.5
